#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NODE_1299_length_9319_cov_31.527958	cds	8672	8854	+	BJAOOK_00050		Chorismate synthase	"RefSeq:WP_002605634.1, SO:0001217, UniParc:UPI000194A67A, UniRef:UniRef100_A0A454HKL9, UniRef:UniRef50_R9N470, UniRef:UniRef90_A0A454HKL9"
NODE_13397_length_1771_cov_41.828089	cds	11	1696	-	BJAOOK_00055	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, NCBIProtein:WP_002586627.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_A0A3G2C6Z4"
NODE_15040_length_1633_cov_4.617237	ncRNA	33	197	+	BJAOOK_00060	sRNA_0030	Enterococcus sRNA 30	"RFAM:RF02864, SO:0000655"
NODE_15040_length_1633_cov_4.617237	sorf	151	237	+	BJAOOK_00065		tetracycline resistance determinant leader peptide	"RefSeq:WP_012386611.1, SO:0001217, UniParc:UPI00000B5811, UniRef:UniRef100_A0A7G5F555, UniRef:UniRef50_A0A7G5F555, UniRef:UniRef90_A0A7G5F555"
NODE_2746_length_5739_cov_6.150774	cds	710	1972	+	BJAOOK_00070		Mobilization protein	"SO:0001217, UniRef:UniRef50_A0A5P3AXI4, UniRef:UniRef90_A0A5P3AXI4"
NODE_2746_length_5739_cov_6.150774	cds	2123	3088	-	BJAOOK_00075	cfxA5	broad-spectrum class A beta-lactamase CfxA5	"EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, NCBIProtein:WP_032946415.1, RefSeq:WP_055173828.1, SO:0001217, UniParc:UPI0006C09AC9, UniRef:UniRef100_A0A174URT6, UniRef:UniRef50_P30899, UniRef:UniRef90_P30899"
NODE_2746_length_5739_cov_6.150774	cds	3261	4706	+	BJAOOK_00080	tnp	IS4 family ISBf8 transposase	"IS:ISBf8, RefSeq:WP_005642186.1, SO:0001217, UniParc:UPI0001B1C762, UniRef:UniRef100_A0A7L5EEX8, UniRef:UniRef50_U2IMK4, UniRef:UniRef90_A0A1D3UHJ1"
NODE_2746_length_5739_cov_6.150774	cds	4697	4987	+	BJAOOK_00085		HNH endonuclease	"SO:0001217, UniParc:UPI0002693E74, UniRef:UniRef100_I8VLT7, UniRef:UniRef50_I8VLT7, UniRef:UniRef90_I8VLT7"
NODE_2796_length_5660_cov_98.041927	cds	30	1352	-	BJAOOK_00090		Sigma-54-dependent Fis family transcriptional regulator	"RefSeq:WP_002560996.1, SO:0001217, UniParc:UPI0001AFC6AB, UniRef:UniRef100_A0A3E5CLJ6, UniRef:UniRef50_F7M0S0, UniRef:UniRef90_A0A0E2B723"
NODE_2796_length_5660_cov_98.041927	cds	1345	3663	-	BJAOOK_00095	ompR	"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"	"COG:COG0745, COG:TK, SO:0001217, UniRef:UniRef50_I9QVW8, UniRef:UniRef90_K1G3M4"
NODE_2796_length_5660_cov_98.041927	cds	3663	5588	-	BJAOOK_00100	tet(Q)	tetracycline resistance ribosomal protection protein Tet(Q)	"COG:COG0480, COG:J, NCBIProtein:WP_002560998.1, SO:0001217, UniRef:UniRef50_Q08425, UniRef:UniRef90_A0A6G0GL74"
NODE_3659_length_4678_cov_21.009301	cds	497	598	-	BJAOOK_00105		hypothetical protein	"SO:0001217, UniRef:UniRef50_R9MDM4, UniRef:UniRef90_R9MDM4"
NODE_3659_length_4678_cov_21.009301	cds	598	801	-	BJAOOK_00110		Excisionase	"RefSeq:WP_002607397.1, SO:0001217, UniParc:UPI00016555B2, UniRef:UniRef100_V5ZEI7, UniRef:UniRef50_P61623, UniRef:UniRef90_A0A2X3UB15"
NODE_3659_length_4678_cov_21.009301	cds	801	1811	-	BJAOOK_00115		Rol-Rep-N domain-containing protein	"RefSeq:WP_009274733.1, SO:0001217, UniParc:UPI0001E69684, UniRef:UniRef100_A0A4Q5C3R7, UniRef:UniRef50_R9IRQ7, UniRef:UniRef90_R9IRQ7"
NODE_3659_length_4678_cov_21.009301	cds	1978	2169	+	BJAOOK_00120		hypothetical protein	
NODE_3659_length_4678_cov_21.009301	cds	2359	3030	+	BJAOOK_00125		HTH cro/C1-type domain-containing protein	"RefSeq:WP_002322214.1, SO:0001217, UniParc:UPI0001835AE3, UniRef:UniRef100_A0A1L5KWS7, UniRef:UniRef50_C0CKQ2, UniRef:UniRef90_G1VX39"
NODE_3659_length_4678_cov_21.009301	cds	3341	3820	+	BJAOOK_00130		DNA-binding-1 domain-containing protein	"RefSeq:WP_002322212.1, SO:0001217, UniParc:UPI0001835AE5, UniRef:UniRef100_A0A1L5KWS6, UniRef:UniRef50_B8I267, UniRef:UniRef90_C0CKJ8"
NODE_3659_length_4678_cov_21.009301	cds	4128	4622	+	BJAOOK_00135	dfrF	trimethoprim-resistant dihydrofolate reductase DfrF	"EC:1.5.1.3, KEGG:K00287, NCBIProtein:WP_002322211.1, RefSeq:WP_002322211.1, SO:0001217, UniParc:UPI00000B6DA1, UniRef:UniRef100_A0A1L5KI75, UniRef:UniRef50_B0NHQ4, UniRef:UniRef90_A0A1L5KI75"
NODE_6274_length_3120_cov_6.743883	cds	214	1254	-	BJAOOK_00140	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_015573055.1, SO:0001217, UniRef:UniRef50_F4XDK4, UniRef:UniRef90_R9L794"
NODE_6274_length_3120_cov_6.743883	cds	1560	2699	-	BJAOOK_00145	mepA	Multidrug export protein MepA	"SO:0001217, UniRef:UniRef50_A0A174FFS7"
NODE_6274_length_3120_cov_6.743883	cds	2740	2892	+	BJAOOK_00150		hypothetical protein	
NODE_8385_length_2494_cov_51.936039	cds	306	2090	-	BJAOOK_00155	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_044666383.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_8674_length_2432_cov_219.059739	cds	34	201	-	BJAOOK_00160		hypothetical protein	
NODE_8674_length_2432_cov_219.059739	cds	176	322	-	BJAOOK_00165		hypothetical protein	
NODE_8674_length_2432_cov_219.059739	cds	425	1021	+	BJAOOK_00170	cfxA6	broad-spectrum class A beta-lactamase CfxA6	"NCBIProtein:WP_117664257.1, SO:0001217, UniRef:UniRef50_R6CNL5, UniRef:UniRef90_R6CNL5"
NODE_8674_length_2432_cov_219.059739	cds	1168	2367	+	BJAOOK_00175		DDE-5 domain-containing protein	"SO:0001217, UniRef:UniRef50_D1PH73, UniRef:UniRef90_D4W9A7"
NODE_1491_length_5198_cov_3.180828	cds	269	1243	-	EHDHOG_00005	int	Transposase from transposon Tn1545	"COG:COG4974, COG:L, GO:0003677, GO:0006310, GO:0008907, GO:0044826, GO:0046718, GO:0075713, SO:0001217, UniParc:UPI0000001B63, UniRef:UniRef100_P62904, UniRef:UniRef50_P22886, UniRef:UniRef90_P62904"
NODE_1491_length_5198_cov_3.180828	cds	1568	1771	-	EHDHOG_00010	xis	Excisionase from transposon Tn1545	"GO:0006310, GO:0015074, RefSeq:WP_000814511.1, SO:0001217, UniParc:UPI0000000C08, UniRef:UniRef100_P61623, UniRef:UniRef50_P61623, UniRef:UniRef90_P61623"
NODE_1491_length_5198_cov_3.180828	ncRNA-region	1849	1949	-			pemK RNA	"RFAM:RF02913, SO:0005836"
NODE_1491_length_5198_cov_3.180828	cds	2232	2462	-	EHDHOG_00015		HTH-16 domain-containing protein	"RefSeq:WP_000857133.1, SO:0001217, UniParc:UPI00000B83E3, UniRef:UniRef100_A0A8B6B3N7, UniRef:UniRef50_C4GE45, UniRef:UniRef90_A0A135YNS9"
NODE_1491_length_5198_cov_3.180828	ncRNA-region	3169	3398	-			Cis-regulator of HTH transcription factor	"RFAM:RF03532, SO:0005836"
NODE_1491_length_5198_cov_3.180828	sorf	3656	3739	+	EHDHOG_00020	xRE	"DNA-binding transcriptional regulator, XRE-family HTH domain"	"COG:COG1476, COG:K, SO:0001217, UniParc:UPI0002018506, UniRef:UniRef100_A0A7X2XML4, UniRef:UniRef50_K1LJU3, UniRef:UniRef90_K1LJU3"
NODE_1491_length_5198_cov_3.180828	cds	4085	5125	-	EHDHOG_00025	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856393.1, SO:0001217, UniParc:UPI00038B7F2D, UniRef:UniRef100_A0A2A2BLU8, UniRef:UniRef50_Q47810, UniRef:UniRef90_Q47810"
NODE_1957_length_3978_cov_3.386184	cds	142	270	-	EHDHOG_00030		Sigma-70 family RNA polymerase sigma factor	"SO:0001217, UniParc:UPI00015991A0, UniRef:UniRef100_A0A6G6ARZ6, UniRef:UniRef50_A0A4P8I9X7, UniRef:UniRef90_A8RVP9"
NODE_1957_length_3978_cov_3.386184	cds	439	612	-	EHDHOG_00035		Conjugal transfer protein	"RefSeq:WP_002779755.1, SO:0001217, UniParc:UPI000040063A, UniRef:UniRef100_F8K845, UniRef:UniRef50_G9YPC4, UniRef:UniRef90_F8K845"
NODE_1957_length_3978_cov_3.386184	cds	664	2583	-	EHDHOG_00040	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_050824634.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_1957_length_3978_cov_3.386184	cds	2950	3324	-	EHDHOG_00045	tnpV	TnpV protein	"RefSeq:WP_001129922.1, SO:0001217, UniParc:UPI00015625E8, UniRef:UniRef100_A0A6W0QAC8, UniRef:UniRef50_D9SLH9, UniRef:UniRef90_D9SLH9"
NODE_1957_length_3978_cov_3.386184	cds	3305	3952	-	EHDHOG_00050		Helicase C-terminal domain-containing protein	"SO:0001217, UniRef:UniRef50_D5HIH7"
NODE_28_length_92377_cov_148.167165	cds	161	1513	-	EHDHOG_00055		putative chromosome partitioning protein	"SO:0001217, UniRef:UniRef50_A1A3X2"
NODE_28_length_92377_cov_148.167165	cds	1516	2496	-	EHDHOG_00060		Sporulation initiation inhibitor protein Soj	"SO:0001217, UniRef:UniRef50_A0A4Q7DBF9, UniRef:UniRef90_A0A564VAA6"
NODE_28_length_92377_cov_148.167165	cds	2737	3531	-	EHDHOG_00065	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	"SO:0001217, UniRef:UniRef50_K4IPA8, UniRef:UniRef90_A0A2G5Q2B3"
NODE_28_length_92377_cov_148.167165	cds	3695	4222	-	EHDHOG_00070		R3H domain-containing protein	"KEGG:K06346, SO:0001217, UniRef:UniRef50_A0A2N6RZD2, UniRef:UniRef90_A0A0C2YRT6"
NODE_28_length_92377_cov_148.167165	cds	4365	5399	-	EHDHOG_00075	yidC	Membrane protein insertase YidC	"RefSeq:WP_033501587.1, SO:0001217, UniParc:UPI000507ED79, UniRef:UniRef100_A0A087AYG2, UniRef:UniRef50_Q8G6J6, UniRef:UniRef90_A0A267WKS4"
NODE_28_length_92377_cov_148.167165	cds	6111	6293	-	EHDHOG_00080	rpmH	50S ribosomal protein L34	"SO:0001217, UniParc:UPI0000E9B475, UniRef:UniRef100_A0A1X3A587, UniRef:UniRef50_N6WDP6, UniRef:UniRef90_A0A087CT67"
NODE_28_length_92377_cov_148.167165	cds	6563	8038	+	EHDHOG_00085	dnaA	chromosomal replication initiator protein DnaA	"RefSeq:WP_039196488.1, SO:0001217, UniParc:UPI0005413633, UniRef:UniRef100_A0A0A7I061, UniRef:UniRef50_M4RCL8, UniRef:UniRef90_A0A6B8LJG4"
NODE_28_length_92377_cov_148.167165	oriC	8044	8600	?			origin of replication	
NODE_28_length_92377_cov_148.167165	cds	8601	9725	+	EHDHOG_00090	dnaN	DNA polymerase III subunit beta	"RefSeq:WP_039196489.1, SO:0001217, UniParc:UPI00054078FD, UniRef:UniRef100_A0A0A7I405, UniRef:UniRef50_E6JYF3, UniRef:UniRef90_A0A076JEN5"
NODE_28_length_92377_cov_148.167165	cds	9890	11092	+	EHDHOG_00095	recF	DNA replication and repair protein RecF	"SO:0001217, UniRef:UniRef50_A0ZZA1, UniRef:UniRef90_A0A173WB95"
NODE_28_length_92377_cov_148.167165	cds	11092	11577	+	EHDHOG_00100		DUF721 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A423UGN8, UniRef:UniRef90_B6XSI3"
NODE_28_length_92377_cov_148.167165	cds	11860	13974	+	EHDHOG_00105	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	"EC:5.6.2.2, KEGG:K02470, SO:0001217, UniRef:UniRef50_A0A218NG51, UniRef:UniRef90_A0A0A7I038"
NODE_28_length_92377_cov_148.167165	cds	14028	16733	+	EHDHOG_00110	gyrA	DNA gyrase subunit A	"COG:COG0188, COG:L, EC:5.6.2.2, KEGG:K02469, SO:0001217, UniRef:UniRef50_C5C7X9, UniRef:UniRef90_A0A2G5PTX4"
NODE_28_length_92377_cov_148.167165	cds	16809	17348	+	EHDHOG_00115		DUF3566 domain-containing protein	"SO:0001217, UniRef:UniRef50_D4BLF7, UniRef:UniRef90_B6XSI6"
NODE_28_length_92377_cov_148.167165	cds	17893	19239	-	EHDHOG_00120	gdhA	NADP-specific glutamate dehydrogenase	"RefSeq:WP_022244722.1, SO:0001217, UniParc:UPI0002F9217B, UniRef:UniRef100_C0BUC3, UniRef:UniRef50_B2RKJ1, UniRef:UniRef90_A0A076JKD1"
NODE_28_length_92377_cov_148.167165	cds	19479	19973	+	EHDHOG_00125	mscL	large conductance mechanosensitive channel protein MscL	"SO:0001217, UniRef:UniRef50_A0A261FB14, UniRef:UniRef90_A0A2G5PTF6"
NODE_28_length_92377_cov_148.167165	tRNA	20400	20472	-	EHDHOG_00130	trnA	tRNA-Ala(ggc)	SO:0000254
NODE_28_length_92377_cov_148.167165	tRNA	20474	20546	-	EHDHOG_00135	trnA	tRNA-Ala(tgc)	SO:0000254
NODE_28_length_92377_cov_148.167165	tRNA	20590	20663	-	EHDHOG_00140	trnI	tRNA-Ile(gat)	SO:0000263
NODE_28_length_92377_cov_148.167165	cds	20871	21542	+	EHDHOG_00145		YgjP-like domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1I1HCU0"
NODE_28_length_92377_cov_148.167165	cds	21873	22856	+	EHDHOG_00150		L-lactate dehydrogenase	"SO:0001217, UniRef:UniRef50_A0A173WBV7, UniRef:UniRef90_A0A173WBV7"
NODE_28_length_92377_cov_148.167165	cds	23044	24375	-	EHDHOG_00155		HlyC/CorC family transporter	"KEGG:K03699, SO:0001217, UniRef:UniRef50_E6JZD8, UniRef:UniRef90_A0A3C0AVQ6"
NODE_28_length_92377_cov_148.167165	cds	24459	25154	-	EHDHOG_00160		Carbonic anhydrase	"SO:0001217, UniRef:UniRef50_A0A087C205, UniRef:UniRef90_A0ZZB0"
NODE_28_length_92377_cov_148.167165	cds	25508	28264	-	EHDHOG_00165		Phosphoenolpyruvate carboxylase	"EC:4.1.1.31, KEGG:K01595, SO:0001217, UniRef:UniRef50_A0A3N2JPI1, UniRef:UniRef90_B6XSJ6"
NODE_28_length_92377_cov_148.167165	cds	28626	30365	+	EHDHOG_00170		Threonine/serine exporter family protein	"SO:0001217, UniRef:UniRef50_A0A087D855, UniRef:UniRef90_B6XSJ8"
NODE_28_length_92377_cov_148.167165	cds	30674	32302	+	EHDHOG_00175	putP	Sodium/proline symporter	"SO:0001217, UniRef:UniRef50_A0ZZC4, UniRef:UniRef90_A0ZZC4"
NODE_28_length_92377_cov_148.167165	cds	32459	33004	+	EHDHOG_00180		Type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0K1F1W7, UniRef:UniRef90_A0A087AX80"
NODE_28_length_92377_cov_148.167165	cds	32997	33869	+	EHDHOG_00185		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	"KEGG:K09144, SO:0001217, UniRef:UniRef50_M4RRH4, UniRef:UniRef90_A0A8U0L5E1"
NODE_28_length_92377_cov_148.167165	cds	33964	35064	-	EHDHOG_00190	trpS	tryptophan--tRNA ligase	"COG:COG0180, COG:J, RefSeq:WP_065446534.1, SO:0001217, UniParc:UPI00080BD976, UniRef:UniRef100_A0A2G5PTI0, UniRef:UniRef50_A0A2X2LQX5, UniRef:UniRef90_A0A0C2ULG1"
NODE_28_length_92377_cov_148.167165	cds	35192	35572	+	EHDHOG_00195		DUF3073 domain-containing protein	"SO:0001217, UniRef:UniRef50_K4ILK2"
NODE_28_length_92377_cov_148.167165	cds	35683	36045	-	EHDHOG_00200		SCP-3 domain-containing protein	"SO:0001217, UniRef:UniRef50_B6XSK3, UniRef:UniRef90_B6XSK3"
NODE_28_length_92377_cov_148.167165	cds	36476	38923	+	EHDHOG_00205		"Alpha-1,4 glucan phosphorylase"	"SO:0001217, UniRef:UniRef50_N0E0B3, UniRef:UniRef90_A0A564VV64"
NODE_28_length_92377_cov_148.167165	cds	39250	39477	-	EHDHOG_00210		Secreted protein	"RefSeq:WP_033501558.1, SO:0001217, UniParc:UPI00050247C2, UniRef:UniRef100_A0A087AX86, UniRef:UniRef50_A0A2N3QXJ5, UniRef:UniRef90_A0A087AX86"
NODE_28_length_92377_cov_148.167165	cds	39664	40458	+	EHDHOG_00215		Rhomboid family intramembrane serine protease	"SO:0001217, UniRef:UniRef50_A0A173WCW0, UniRef:UniRef90_A0A173WCW0"
NODE_28_length_92377_cov_148.167165	cds	40837	42477	+	EHDHOG_00220		Thump-like domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A087DDX3, UniRef:UniRef90_R6P878"
NODE_28_length_92377_cov_148.167165	cds	42668	43147	-	EHDHOG_00225	crgA	Cell division protein CrgA	"SO:0001217, UniRef:UniRef50_B8DV73"
NODE_28_length_92377_cov_148.167165	cds	43271	44038	+	EHDHOG_00230		DUF881 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A430FHC4, UniRef:UniRef90_B6XSL1"
NODE_28_length_92377_cov_148.167165	cds	44096	45187	+	EHDHOG_00235		Class E sortase	"SO:0001217, UniRef:UniRef50_A0A086ZE35, UniRef:UniRef90_A0A6B8LJT5"
NODE_28_length_92377_cov_148.167165	cds	45340	45984	+	EHDHOG_00240		"Glutamine amidotransferase, class I"	"SO:0001217, UniRef:UniRef50_A0A0A8MGE9, UniRef:UniRef90_C0BUE8"
NODE_28_length_92377_cov_148.167165	cds	46200	48290	-	EHDHOG_00245	pknB	Stk1 family PASTA domain-containing Ser/Thr kinase	"SO:0001217, UniRef:UniRef50_Q8G6P9, UniRef:UniRef90_A0A173WED1"
NODE_28_length_92377_cov_148.167165	cds	48287	49231	-	EHDHOG_00250		non-specific serine/threonine protein kinase	"RefSeq:WP_003833608.1, SO:0001217, UniParc:UPI0001846A73, UniRef:UniRef100_B6XS71, UniRef:UniRef50_A0A173WDC0, UniRef:UniRef90_A0A173WDC0"
NODE_28_length_92377_cov_148.167165	cds	49228	50694	-	EHDHOG_00255		Transpeptidase domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0H3EAA1, UniRef:UniRef90_R6PB49"
NODE_28_length_92377_cov_148.167165	cds	50691	52247	-	EHDHOG_00260	ftsW	Cell division protein FtsW	"SO:0001217, UniRef:UniRef50_J0WYV7, UniRef:UniRef90_R6P4X6"
NODE_28_length_92377_cov_148.167165	cds	52244	53860	-	EHDHOG_00265		Phosphoprotein phosphatase	"SO:0001217, UniRef:UniRef50_J0D492, UniRef:UniRef90_A0A173WEX5"
NODE_28_length_92377_cov_148.167165	cds	53866	54381	-	EHDHOG_00270		FHA domain-containing protein	"SO:0001217, UniRef:UniRef50_I4MEC3, UniRef:UniRef90_A0A173WGH1"
NODE_28_length_92377_cov_148.167165	cds	54409	55116	-	EHDHOG_00275		FHA domain-containing protein	"SO:0001217, UniRef:UniRef50_A0ZZE2, UniRef:UniRef90_A0ZZE2"
NODE_28_length_92377_cov_148.167165	cds	55330	57777	+	EHDHOG_00280		Prolyl oligopeptidase family serine peptidase	"SO:0001217, UniRef:UniRef50_A0A564RMZ4, UniRef:UniRef90_R6PB40"
NODE_28_length_92377_cov_148.167165	cds	58114	59277	-	EHDHOG_00285		ATP-binding protein	"SO:0001217, UniRef:UniRef50_A0A267WKZ8, UniRef:UniRef90_A0A2G5PTN9"
NODE_28_length_92377_cov_148.167165	cds	59360	60016	-	EHDHOG_00290		DNA-binding response regulator	"SO:0001217, UniRef:UniRef50_R6NXB9, UniRef:UniRef90_R6NXB9"
NODE_28_length_92377_cov_148.167165	cds	60316	61386	+	EHDHOG_00295	pldB	Lysophospholipase PldB	"SO:0001217, UniRef:UniRef50_A0A173WFE6, UniRef:UniRef90_A0A087AXA3"
NODE_28_length_92377_cov_148.167165	cds	61483	62484	+	EHDHOG_00300		Permease	"SO:0001217, UniRef:UniRef50_R6Q1F6, UniRef:UniRef90_R6Q1F6"
NODE_28_length_92377_cov_148.167165	cds	62647	63276	-	EHDHOG_00305		NAD(P)H-binding protein	"KEGG:K07118, SO:0001217, UniRef:UniRef50_A0A650MHT8, UniRef:UniRef90_UPI0012AC421A"
NODE_28_length_92377_cov_148.167165	cds	63337	63774	+	EHDHOG_00310		Transcriptional regulator	"SO:0001217, UniRef:UniRef50_C0EF21, UniRef:UniRef90_A0A267WL03"
NODE_28_length_92377_cov_148.167165	tRNA	63869	63954	-	EHDHOG_00315	trnL	tRNA-Leu(cag)	SO:0000264
NODE_28_length_92377_cov_148.167165	cds	64185	64433	-	EHDHOG_00320		DUF2958 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A087AXA6, UniRef:UniRef90_A0A087AXA6"
NODE_28_length_92377_cov_148.167165	cds	65096	65590	-	EHDHOG_00325	dfrF	trimethoprim-resistant dihydrofolate reductase DfrF	"EC:1.5.1.3, KEGG:K00287, NCBIProtein:WP_002322211.1, RefSeq:WP_002322211.1, SO:0001217, UniParc:UPI00000B6DA1, UniRef:UniRef100_A0A1L5KI75, UniRef:UniRef50_B0NHQ4, UniRef:UniRef90_A0A1L5KI75"
NODE_28_length_92377_cov_148.167165	cds	65633	66148	-	EHDHOG_00330		Secreted protein	"SO:0001217, UniRef:UniRef50_A0ZZF1, UniRef:UniRef90_A0ZZF1"
NODE_28_length_92377_cov_148.167165	cds	66301	66915	-	EHDHOG_00335		hypothetical protein	
NODE_28_length_92377_cov_148.167165	cds	66990	67706	+	EHDHOG_00340		(pseudo) Histidine kinase	"SO:0001217, UniRef:UniRef50_A0A0A7I9A5, UniRef:UniRef90_A0A0A7I9A5"
NODE_28_length_92377_cov_148.167165	cds	67783	68499	+	EHDHOG_00345		DNA-binding response regulator	"SO:0001217, UniRef:UniRef50_A0A0A7I820, UniRef:UniRef90_A0A0A7I820"
NODE_28_length_92377_cov_148.167165	cds	68710	70092	-	EHDHOG_00350	tgt	tRNA guanosine(34) transglycosylase Tgt	"COG:COG0343, COG:J, EC:2.4.2.29, KEGG:K00773, SO:0001217, UniRef:UniRef50_D6ZGU4, UniRef:UniRef90_A0ZZF4"
NODE_28_length_92377_cov_148.167165	cds	70089	70412	-	EHDHOG_00355		hypothetical protein	
NODE_28_length_92377_cov_148.167165	cds	70578	72581	+	EHDHOG_00360		DO serine protease	"SO:0001217, UniRef:UniRef50_A0A087E9I5, UniRef:UniRef90_A0A173WEC5"
NODE_28_length_92377_cov_148.167165	cds	72950	75487	+	EHDHOG_00365		Copper-transporting P-type ATPase	"SO:0001217, UniRef:UniRef50_A0A564VYM3"
NODE_28_length_92377_cov_148.167165	cds	75530	76540	-	EHDHOG_00370		"L-asparaginase, type I"	"SO:0001217, UniRef:UniRef50_A0A8H9LKR4, UniRef:UniRef90_B6XS89"
NODE_28_length_92377_cov_148.167165	cds	76683	78188	-	EHDHOG_00375		L-asparagine permease	"KEGG:K11738, SO:0001217, UniRef:UniRef50_Q9X7P0, UniRef:UniRef90_A0A0A7I088"
NODE_28_length_92377_cov_148.167165	cds	78440	79909	+	EHDHOG_00380		FAD-dependent oxidoreductase	"SO:0001217, UniRef:UniRef50_A0A173WHE4, UniRef:UniRef90_A0A173WHE4"
NODE_28_length_92377_cov_148.167165	cds	80305	81393	+	EHDHOG_00385	htpX	zinc metalloprotease HtpX	"SO:0001217, UniRef:UniRef50_Q8G6T7, UniRef:UniRef90_C0BUH2"
NODE_28_length_92377_cov_148.167165	tRNA	81726	81799	+	EHDHOG_00390	trnG	tRNA-Gly(ccc)	SO:0000260
NODE_28_length_92377_cov_148.167165	cds	82031	83314	+	EHDHOG_00395		HTH cro/C1-type domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A072MW35, UniRef:UniRef90_A0A072MW35"
NODE_28_length_92377_cov_148.167165	cds	83262	84338	+	EHDHOG_00400	yddG	aromatic amino acid DMT transporter YddG	"SO:0001217, UniRef:UniRef50_A0A2M9HNC4, UniRef:UniRef90_R6Q1H3"
NODE_28_length_92377_cov_148.167165	cds	84481	86811	-	EHDHOG_00405		YhgE/Pip domain-containing protein	"SO:0001217, UniRef:UniRef50_A0ZZG2"
NODE_28_length_92377_cov_148.167165	cds	86808	89507	-	EHDHOG_00410		YhgE/Pip domain-containing protein	"KEGG:K01421, SO:0001217, UniRef:UniRef50_A0A286TCN3, UniRef:UniRef90_A0ZZG3"
NODE_28_length_92377_cov_148.167165	cds	89645	90883	+	EHDHOG_00415	fbaA	class II fructose-bisphosphate aldolase	"EC:4.1.2.13, KEGG:K01624, SO:0001217, UniRef:UniRef50_C0ZTE7, UniRef:UniRef90_C0BUH9"
NODE_4249_length_1999_cov_110.629630	sorf	1858	1902	-	EHDHOG_00420		TetW-regulatory peptide	"SO:0001217, UniParc:UPI000165FE00, UniRef:UniRef100_B1AA31, UniRef:UniRef50_B1AA31, UniRef:UniRef90_B1AA31"
NODE_4959_length_1764_cov_4.172616	sorf	1655	1726	-	EHDHOG_00425		Signal peptidase I	"SO:0001217, UniParc:UPI000191EBFF, UniRef:UniRef100_B8LJ33, UniRef:UniRef50_B8QUG8, UniRef:UniRef90_B8QUG8"
NODE_7986_length_1185_cov_50.384956	cds	189	1151	+	EHDHOG_00430	cfxA6	broad-spectrum class A beta-lactamase CfxA6	"NCBIProtein:WP_117664257.1, RefSeq:WP_153093108.1, SO:0001217, UniParc:UPI0012922B96, UniRef:UniRef100_A0A6G1UBT4, UniRef:UniRef50_P30899, UniRef:UniRef90_A0A7K0B099"
NODE_1042_length_8929_cov_83.902862	cds	2574	8372	-	BABHLP_00005		"Adenine-specific DNA methylase, N12 class"	"COG:COG4646, COG:L, SO:0001217, UniRef:UniRef50_C9LJ92, UniRef:UniRef90_UPI001F17E9D0"
NODE_1042_length_8929_cov_83.902862	cds	8362	8889	-	BABHLP_00010		DUF1896 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A2T4TPP3"
NODE_3746_length_3339_cov_5.112058	cds	11	277	+	BABHLP_00015		Helicase C-terminal domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A127SUK5"
NODE_3746_length_3339_cov_5.112058	cds	258	632	+	BABHLP_00020	tnpV	TnpV protein	"RefSeq:WP_001129922.1, SO:0001217, UniParc:UPI00015625E8, UniRef:UniRef100_A0A6W0QAC8, UniRef:UniRef50_D9SLH9, UniRef:UniRef90_D9SLH9"
NODE_3746_length_3339_cov_5.112058	cds	999	2918	+	BABHLP_00025	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856405.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
